Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,Attrition
36,Male,Human Resources,Manufacturing Director,120788,24,3,1,Yes,13,5,4,1
23,Female,Sales,Manufacturing Director,60714,0,4,3,No,16,2,4,0
19,Male,Research & Development,Manufacturing Director,59275,12,1,1,No,10,5,2,0
57,Male,Research & Development,Sales Executive,29520,1,4,4,Yes,18,5,1,0
58,Male,Research & Development,Research Scientist,139318,9,2,4,No,11,5,4,0
49,Female,Research & Development,Laboratory Technician,42446,7,1,1,No,3,2,4,0
22,Female,Sales,Manufacturing Director,51175,15,1,1,No,28,0,4,1
30,Female,Research & Development,Sales Executive,70744,22,2,4,No,31,2,3,0
19,Male,Human Resources,Manufacturing Director,33569,20,1,1,No,12,4,4,0
20,Male,Research & Development,Laboratory Technician,123806,1,1,2,No,16,4,2,1
28,Female,Research & Development,Sales Executive,109243,6,2,4,No,16,4,4,0
42,Female,Research & Development,Laboratory Technician,36144,6,4,1,No,1,6,2,0
20,Male,Research & Development,Laboratory Technician,36984,6,3,3,No,22,1,4,0
59,Female,Sales,Research Scientist,17969,8,1,2,Yes,18,3,1,1
37,Male,Research & Development,Sales Representative,143164,15,3,2,No,37,3,2,1
29,Male,Sales,Sales Executive,73830,18,2,4,No,15,1,1,0
39,Female,Research & Development,Manager,103499,23,3,3,Yes,31,4,2,0
51,Male,Research & Development,Manager,35246,17,1,2,Yes,16,0,4,1
31,Male,Research & Development,Research Director,46166,7,1,4,Yes,8,6,1,0
19,Female,Research & Development,Healthcare Representative,88101,4,2,3,Yes,14,0,3,1
20,Female,Human Resources,Healthcare Representative,43190,9,4,1,No,35,0,4,0
53,Male,Sales,Sales Representative,97745,19,3,2,No,10,1,3,0
22,Male,Sales,Research Director,139723,24,1,1,No,33,6,3,0
44,Female,Sales,Research Scientist,56188,9,4,3,No,26,6,1,0
34,Female,Research & Development,Research Director,97060,4,4,4,No,30,6,3,0
50,Female,Human Resources,Healthcare Representative,138615,0,3,1,No,30,5,1,0
20,Female,Sales,Sales Executive,135654,1,3,4,No,21,6,1,0
55,Male,Human Resources,Manager,16042,15,1,4,No,24,3,4,0
47,Female,Sales,Human Resources,29880,14,3,4,No,3,0,3,0
36,Male,Research & Development,Research Scientist,148136,16,4,3,No,28,3,4,0
26,Male,Sales,Sales Executive,139927,0,2,2,No,28,1,2,0
59,Female,Research & Development,Human Resources,58457,10,1,1,Yes,5,1,2,1
30,Male,Research & Development,Manager,85206,4,4,4,No,21,4,4,0
38,Female,Research & Development,Research Scientist,92327,8,3,2,No,20,1,3,0
34,Male,Sales,Research Director,105236,15,3,2,No,13,2,4,0
27,Female,Research & Development,Manufacturing Director,116301,6,3,3,No,3,2,1,0
35,Female,Human Resources,Laboratory Technician,65338,16,1,3,No,1,0,3,0
24,Male,Research & Development,Laboratory Technician,135140,7,1,4,Yes,9,4,4,0
18,Male,Research & Development,Manager,22983,12,4,4,No,10,5,4,0
30,Female,Research & Development,Research Scientist,19378,11,4,4,No,9,3,3,0
22,Male,Sales,Manufacturing Director,144326,9,1,1,No,24,0,1,1
35,Male,Human Resources,Laboratory Technician,38918,3,3,1,No,17,5,3,0
54,Male,Sales,Sales Executive,149270,14,3,1,No,5,3,1,0
24,Female,Research & Development,Sales Representative,53604,24,2,3,No,4,1,4,0
18,Male,Sales,Sales Executive,64213,16,3,3,No,26,6,3,0
22,Female,Sales,Human Resources,18777,18,4,4,No,37,6,1,0
39,Male,Research & Development,Sales Executive,142422,20,4,4,No,32,3,3,0
29,Male,Research & Development,Manufacturing Director,63505,0,1,4,No,30,3,3,0
38,Male,Human Resources,Sales Executive,37643,19,2,1,Yes,13,6,1,0
19,Female,Human Resources,Manufacturing Director,80250,6,4,3,Yes,28,1,1,0
31,Male,Sales,Manager,35882,16,1,4,No,4,2,1,0
35,Male,Sales,Sales Executive,121619,24,4,4,No,7,3,1,0
36,Female,Research & Development,Healthcare Representative,24870,22,2,2,No,6,2,3,0
41,Male,Research & Development,Sales Representative,82394,10,3,4,No,8,2,4,0
50,Male,Research & Development,Healthcare Representative,67821,20,2,2,Yes,14,0,1,1
37,Male,Human Resources,Research Scientist,20019,15,4,1,No,2,1,3,0
53,Male,Research & Development,Sales Representative,22060,3,3,2,No,32,2,2,0
40,Female,Sales,Research Scientist,85019,5,3,2,No,28,5,4,0
28,Female,Research & Development,Sales Executive,68278,23,2,4,Yes,25,2,2,0
27,Female,Research & Development,Manufacturing Director,32515,22,1,1,No,7,1,3,0
31,Female,Research & Development,Laboratory Technician,33682,22,4,1,No,34,5,4,0
43,Male,Sales,Sales Executive,123651,9,2,3,No,1,2,1,0
28,Male,Research & Development,Sales Representative,113621,8,1,3,Yes,39,6,2,0
56,Male,Research & Development,Manager,97051,20,4,3,No,29,0,2,0
38,Female,Sales,Human Resources,127503,0,1,1,No,8,0,1,1
54,Male,Research & Development,Healthcare Representative,24356,22,3,2,No,8,6,3,0
46,Female,Research & Development,Manufacturing Director,107855,15,2,4,No,28,0,1,0
32,Male,Research & Development,Research Director,116591,15,4,1,Yes,32,0,2,1
27,Female,Research & Development,Sales Executive,42066,10,1,4,No,19,4,1,0
49,Male,Human Resources,Manufacturing Director,87409,24,4,1,No,3,2,3,0
31,Female,Sales,Research Director,118524,18,1,1,No,20,3,4,1
28,Female,Sales,Laboratory Technician,96468,1,4,4,No,19,2,2,0
57,Female,Research & Development,Research Director,48682,13,2,2,No,13,2,2,0
38,Male,Research & Development,Laboratory Technician,104741,21,1,3,No,36,3,2,0
20,Male,Sales,Manufacturing Director,117530,1,2,2,No,14,1,1,1
38,Female,Research & Development,Human Resources,16310,18,1,3,Yes,10,1,2,0
37,Male,Sales,Laboratory Technician,91598,6,2,2,No,27,1,4,0
54,Female,Sales,Human Resources,83122,12,3,2,No,25,0,1,0
47,Female,Research & Development,Sales Executive,64506,22,3,4,No,25,3,4,0
26,Female,Research & Development,Laboratory Technician,20972,12,3,3,No,20,3,1,0
24,Female,Human Resources,Manager,26271,0,4,3,No,13,0,1,0
43,Female,Research & Development,Manager,116272,0,2,4,No,11,3,2,0
19,Male,Research & Development,Human Resources,126713,18,3,2,No,5,5,2,0
31,Male,Research & Development,Human Resources,71599,23,1,4,Yes,8,0,2,0
23,Male,Research & Development,Sales Representative,141853,7,2,3,No,23,2,4,0
18,Male,Sales,Manager,140234,23,3,4,No,16,6,4,0
56,Female,Research & Development,Laboratory Technician,104898,11,1,2,No,29,2,3,0
21,Male,Research & Development,Research Director,93424,1,2,3,No,32,0,1,1
18,Male,Research & Development,Manager,145213,13,1,1,No,22,3,4,0
57,Female,Research & Development,Sales Executive,97322,24,4,1,Yes,5,2,4,0
25,Female,Research & Development,Research Director,141105,6,3,1,Yes,1,1,1,0
52,Male,Research & Development,Manufacturing Director,147162,24,3,3,No,9,0,2,0
19,Female,Sales,Healthcare Representative,41272,16,3,2,Yes,12,6,4,0
24,Male,Research & Development,Healthcare Representative,104191,9,1,2,No,3,5,1,0
22,Female,Human Resources,Research Director,113713,17,1,3,Yes,31,4,1,0
47,Female,Sales,Laboratory Technician,125711,10,2,2,No,15,0,3,0
44,Female,Research & Development,Manufacturing Director,62156,2,1,1,No,29,6,2,1
37,Female,Sales,Sales Executive,131316,21,2,3,No,9,3,2,0
28,Female,Sales,Manufacturing Director,80814,9,2,3,No,1,3,4,0
21,Female,Human Resources,Sales Executive,67222,14,4,1,Yes,6,6,3,0
41,Female,Research & Development,Manager,36190,18,2,2,No,19,3,3,0
27,Male,Research & Development,Human Resources,58362,2,1,1,No,19,1,1,0
42,Female,Sales,Healthcare Representative,146595,18,4,3,No,18,1,1,0
46,Female,Human Resources,Human Resources,111686,9,1,1,Yes,38,6,2,0
53,Female,Sales,Human Resources,113028,13,1,1,No,26,3,1,1
38,Female,Research & Development,Sales Executive,135912,11,2,2,No,29,4,2,1
18,Female,Sales,Healthcare Representative,51032,19,1,2,No,5,4,4,0
29,Male,Sales,Healthcare Representative,104309,4,4,4,No,19,1,1,0
53,Male,Research & Development,Manufacturing Director,65148,2,2,1,No,25,2,1,0
40,Male,Sales,Research Director,129478,10,4,4,No,23,6,1,0
44,Female,Research & Development,Manufacturing Director,72035,2,1,2,No,37,1,2,0
37,Female,Sales,Sales Executive,130408,6,3,2,No,19,6,1,0
24,Male,Research & Development,Healthcare Representative,115917,16,1,1,No,15,1,1,1
55,Male,Research & Development,Research Scientist,119213,20,1,2,No,37,2,3,0
50,Female,Research & Development,Manufacturing Director,139969,17,2,2,No,14,0,1,1
59,Female,Sales,Healthcare Representative,121734,7,4,3,No,23,4,1,0
53,Female,Research & Development,Sales Representative,58394,20,2,4,Yes,2,2,4,0
30,Male,Human Resources,Laboratory Technician,85404,10,4,3,Yes,7,3,1,0
28,Male,Sales,Manufacturing Director,78787,4,1,1,No,3,4,1,0
28,Male,Sales,Sales Executive,23718,18,2,2,No,17,4,1,0
56,Male,Research & Development,Manufacturing Director,95083,12,3,3,Yes,37,6,3,0
41,Female,Sales,Manager,74052,9,2,3,No,3,3,3,0
37,Male,Research & Development,Manager,68101,16,3,3,No,39,1,3,0
58,Female,Research & Development,Laboratory Technician,29798,18,3,3,No,34,4,3,0
43,Female,Sales,Sales Executive,83064,5,1,3,No,1,0,1,0
56,Male,Research & Development,Manager,93170,2,3,4,Yes,1,5,2,0
59,Male,Research & Development,Manager,29270,12,4,3,No,36,2,3,0
21,Female,Research & Development,Sales Executive,100716,1,4,3,Yes,23,5,3,0
33,Male,Human Resources,Healthcare Representative,37636,15,2,2,No,7,1,2,0
48,Male,Sales,Sales Executive,34575,10,2,2,Yes,38,2,4,1
52,Female,Research & Development,Healthcare Representative,69148,5,4,3,No,22,4,4,0
24,Female,Research & Development,Manager,67526,14,4,4,No,25,4,4,0
31,Female,Sales,Sales Representative,138516,9,4,4,No,27,0,4,0
41,Male,Research & Development,Sales Representative,24135,9,4,3,No,8,0,4,0
51,Male,Sales,Sales Representative,62163,5,2,4,No,15,6,4,0
22,Male,Research & Development,Laboratory Technician,114160,16,1,1,No,6,3,3,0
43,Male,Sales,Research Director,48722,22,1,2,Yes,21,5,2,0
30,Male,Research & Development,Manufacturing Director,147511,15,2,1,No,39,0,2,0
27,Female,Research & Development,Manufacturing Director,115286,5,4,3,No,25,3,4,0
39,Male,Research & Development,Research Director,142721,20,2,4,No,27,4,2,0
35,Female,Human Resources,Laboratory Technician,143132,3,2,1,No,8,6,3,0
44,Female,Research & Development,Sales Executive,29737,7,4,1,No,22,4,3,0
31,Female,Research & Development,Sales Representative,76981,0,1,2,No,39,4,2,1
52,Male,Research & Development,Manager,115518,21,3,4,Yes,4,2,2,0
21,Male,Human Resources,Manager,16161,1,3,1,No,8,6,1,0
54,Female,Research & Development,Research Scientist,76025,13,4,4,Yes,29,2,3,0
19,Male,Human Resources,Manager,107900,4,2,1,No,1,1,1,0
48,Female,Sales,Research Scientist,122039,5,3,2,No,9,5,1,0
32,Male,Research & Development,Healthcare Representative,71033,15,4,3,No,37,6,2,0
34,Male,Research & Development,Healthcare Representative,131507,20,4,3,Yes,1,5,3,0
18,Female,Sales,Sales Representative,105942,0,3,4,No,17,1,2,0
47,Female,Sales,Human Resources,21141,3,3,1,No,13,5,4,0
24,Male,Human Resources,Research Scientist,52491,7,4,1,No,16,2,4,0
45,Female,Research & Development,Research Scientist,141618,23,4,2,No,11,1,2,0
48,Male,Sales,Manager,15325,1,3,3,No,11,6,4,0
53,Female,Research & Development,Human Resources,29584,4,2,2,No,30,6,1,0
47,Female,Research & Development,Research Scientist,61506,10,3,3,Yes,2,2,1,0
30,Female,Research & Development,Healthcare Representative,149164,8,1,2,No,6,0,2,0
49,Female,Human Resources,Manufacturing Director,110146,1,3,4,No,11,1,4,0
52,Male,Human Resources,Laboratory Technician,34934,13,2,1,No,33,3,3,0
31,Female,Research & Development,Manager,68070,15,4,3,Yes,16,0,3,0
23,Male,Research & Development,Laboratory Technician,141838,4,3,3,No,2,1,3,1
55,Male,Research & Development,Healthcare Representative,44588,17,4,1,No,21,1,2,0
24,Male,Human Resources,Research Director,92690,1,4,3,No,25,6,4,0
42,Male,Sales,Manufacturing Director,77640,18,4,1,Yes,18,2,4,0
27,Female,Sales,Sales Executive,117662,6,1,3,No,4,2,2,0
23,Male,Human Resources,Research Director,116567,5,4,3,No,35,2,3,0
50,Male,Human Resources,Laboratory Technician,127493,4,2,1,Yes,34,0,3,1
24,Male,Research & Development,Sales Representative,31123,21,3,1,No,36,3,3,1
46,Female,Research & Development,Sales Representative,76268,12,2,2,No,38,6,1,0
47,Female,Research & Development,Healthcare Representative,108386,17,2,4,No,13,5,1,0
20,Female,Research & Development,Sales Executive,71564,5,4,1,Yes,17,1,4,0
25,Male,Sales,Human Resources,105091,1,4,4,No,38,0,1,0
51,Male,Sales,Sales Representative,100828,0,3,3,Yes,18,5,3,1
39,Female,Research & Development,Manufacturing Director,65049,11,1,4,No,34,5,4,0
23,Female,Research & Development,Research Director,28517,8,1,4,No,26,6,3,0
59,Female,Research & Development,Research Director,145995,19,1,2,No,37,4,1,0
29,Female,Sales,Sales Representative,126509,19,4,3,Yes,1,3,4,0
18,Female,Human Resources,Research Scientist,135785,7,2,3,No,28,5,1,0
56,Female,Research & Development,Manager,55476,10,1,1,Yes,32,4,3,1
18,Male,Human Resources,Laboratory Technician,57681,9,3,3,No,8,5,2,0
41,Male,Sales,Sales Executive,58664,16,4,2,No,29,1,3,0
59,Male,Research & Development,Manufacturing Director,19197,15,3,1,No,8,6,2,0
42,Male,Research & Development,Sales Executive,37910,16,2,4,No,36,0,3,0
42,Male,Research & Development,Sales Executive,56621,1,1,2,Yes,36,0,2,1
34,Female,Sales,Sales Representative,148295,8,4,4,Yes,1,4,3,0
23,Male,Sales,Healthcare Representative,42637,24,1,1,No,20,4,4,1
42,Male,Sales,Manufacturing Director,83554,8,4,3,No,15,3,4,0
55,Male,Research & Development,Research Scientist,88879,4,1,2,Yes,35,6,2,1
21,Male,Research & Development,Sales Representative,63573,4,1,4,No,13,6,4,0
54,Male,Sales,Manager,139030,0,2,4,No,29,5,4,1
35,Male,Research & Development,Manager,27585,19,1,4,No,5,1,3,0
40,Female,Sales,Research Scientist,132495,0,1,4,No,9,0,3,0
24,Female,Research & Development,Research Scientist,115402,14,1,4,Yes,39,0,1,0
44,Male,Research & Development,Research Scientist,56286,9,3,2,Yes,16,4,3,0
25,Female,Sales,Sales Executive,118642,2,4,4,No,30,4,1,0
29,Female,Sales,Human Resources,72860,22,1,3,No,38,5,1,0
48,Female,Sales,Manufacturing Director,146039,18,3,2,No,38,0,4,0
20,Male,Sales,Manager,19933,20,2,1,No,1,1,2,0
36,Female,Research & Development,Human Resources,19015,23,2,3,Yes,10,2,3,1
42,Male,Sales,Human Resources,88462,22,2,2,No,28,4,4,0
23,Male,Sales,Laboratory Technician,140747,17,4,3,No,37,0,3,0
30,Male,Human Resources,Healthcare Representative,23554,13,3,1,Yes,39,5,4,0
32,Female,Human Resources,Healthcare Representative,120019,17,3,3,No,29,0,4,0
45,Male,Sales,Sales Executive,141711,11,4,3,No,5,3,2,0
59,Male,Research & Development,Sales Representative,80660,4,3,3,No,29,6,4,0
53,Male,Research & Development,Manager,132036,9,1,3,No,11,1,4,0
25,Male,Research & Development,Manufacturing Director,117186,11,1,4,Yes,32,4,2,1
18,Female,Research & Development,Manager,43915,1,2,4,No,22,3,4,0
20,Male,Sales,Sales Representative,130314,21,1,2,No,8,5,1,0
43,Male,Sales,Sales Executive,109414,22,3,4,Yes,33,4,1,0
24,Male,Research & Development,Manager,16698,10,2,4,No,39,5,3,0
27,Male,Human Resources,Research Director,91682,12,1,1,No,20,2,3,0
53,Male,Human Resources,Sales Representative,103340,21,2,2,No,32,1,3,0
54,Female,Sales,Manager,123183,11,4,3,No,3,4,4,0
53,Male,Research & Development,Sales Executive,119122,17,4,3,No,11,6,2,0
28,Male,Sales,Sales Representative,79213,12,4,1,Yes,5,3,4,1
44,Female,Research & Development,Sales Representative,55363,6,4,2,Yes,12,5,4,0
43,Female,Human Resources,Healthcare Representative,40889,19,3,2,Yes,15,6,1,1
25,Male,Research & Development,Manager,27015,4,4,3,No,17,4,2,0
41,Male,Sales,Manager,101378,5,4,3,No,13,5,1,0
40,Male,Research & Development,Research Scientist,144568,17,3,1,No,22,3,3,0
34,Female,Research & Development,Laboratory Technician,25837,17,2,1,Yes,9,5,2,1
49,Male,Research & Development,Research Director,109865,23,4,2,Yes,14,2,2,0
46,Male,Research & Development,Human Resources,93919,17,2,1,No,33,3,2,0
40,Female,Human Resources,Laboratory Technician,38204,0,1,4,Yes,22,0,2,0
48,Male,Sales,Manufacturing Director,43715,21,1,2,No,2,1,1,1
50,Male,Sales,Human Resources,53400,10,3,3,No,13,4,1,0
41,Female,Research & Development,Research Scientist,107466,0,1,1,No,33,5,3,0
29,Male,Sales,Laboratory Technician,55319,14,1,2,No,8,0,4,0
49,Female,Sales,Sales Executive,126785,4,1,4,No,36,0,3,0
48,Female,Research & Development,Laboratory Technician,64916,10,3,3,Yes,12,0,4,0
59,Male,Sales,Manager,29785,11,2,2,No,25,3,1,1
24,Female,Sales,Manufacturing Director,27889,1,3,3,Yes,19,2,4,1
35,Female,Sales,Human Resources,69036,21,3,3,Yes,25,0,3,0
56,Female,Sales,Human Resources,70066,12,4,1,No,32,5,3,0
39,Male,Human Resources,Human Resources,114025,24,1,4,Yes,6,3,1,0
57,Male,Human Resources,Sales Representative,79607,11,2,4,No,14,0,3,0
18,Male,Sales,Sales Representative,37099,14,3,3,No,23,4,2,0
19,Female,Research & Development,Healthcare Representative,43793,20,2,1,No,11,6,4,0
51,Male,Research & Development,Human Resources,91480,5,1,2,No,15,2,4,0
33,Female,Human Resources,Sales Executive,60112,22,1,3,No,35,6,4,0
39,Female,Research & Development,Sales Representative,105698,4,2,4,No,9,2,4,0
35,Female,Sales,Research Scientist,139607,24,2,3,Yes,8,0,3,1
35,Male,Research & Development,Manufacturing Director,62897,15,1,1,No,23,0,1,1
57,Male,Human Resources,Laboratory Technician,89503,12,2,3,Yes,4,0,2,0
21,Female,Research & Development,Manager,127317,5,3,1,Yes,1,2,4,0
50,Male,Research & Development,Research Director,43397,14,4,2,Yes,34,2,3,0
55,Male,Sales,Sales Executive,83938,13,3,3,No,11,3,4,0
45,Female,Research & Development,Manager,56208,24,1,3,No,5,3,4,0
34,Female,Human Resources,Research Scientist,99644,20,3,2,No,26,6,3,0
24,Female,Research & Development,Sales Executive,115316,12,1,2,No,19,0,1,0
46,Female,Research & Development,Manufacturing Director,34017,9,1,4,No,18,6,4,0
37,Male,Research & Development,Manager,40307,9,3,3,No,18,1,1,0
24,Male,Research & Development,Research Scientist,18126,9,2,1,Yes,6,6,1,0
33,Male,Research & Development,Manufacturing Director,16627,0,2,3,Yes,34,0,1,1
58,Male,Research & Development,Human Resources,21851,0,4,3,No,1,0,1,1
29,Female,Human Resources,Manufacturing Director,110419,18,1,3,Yes,19,0,2,1
25,Male,Research & Development,Human Resources,137029,6,1,3,No,11,2,4,0
46,Female,Research & Development,Research Director,70310,10,3,1,No,26,6,4,0
26,Female,Research & Development,Manufacturing Director,134156,17,2,4,No,22,3,2,0
56,Female,Sales,Manager,113507,15,4,4,Yes,16,1,2,0
54,Male,Sales,Sales Representative,124024,9,1,1,No,21,4,2,0
59,Male,Sales,Healthcare Representative,114885,18,2,1,No,9,3,4,0
56,Female,Research & Development,Manufacturing Director,41947,3,1,1,No,6,4,1,0
28,Female,Sales,Laboratory Technician,85654,11,1,4,No,36,5,1,1
26,Male,Research & Development,Research Scientist,85936,2,2,4,No,24,5,1,0
32,Male,Research & Development,Sales Executive,101617,13,3,2,No,26,1,4,0
37,Female,Sales,Manufacturing Director,122475,2,1,3,Yes,39,3,1,0
54,Female,Research & Development,Research Director,30207,23,4,1,No,36,4,4,0
48,Male,Human Resources,Laboratory Technician,106080,16,3,1,No,23,3,1,0
45,Male,Research & Development,Research Scientist,127459,6,2,1,Yes,31,6,3,1
54,Female,Sales,Laboratory Technician,30595,15,4,1,No,21,6,4,0
45,Female,Research & Development,Manager,71019,8,2,4,No,10,5,1,0
33,Female,Research & Development,Research Scientist,135898,12,1,4,No,25,1,2,0
35,Male,Research & Development,Research Scientist,18290,4,4,1,Yes,36,3,3,1
39,Male,Sales,Research Scientist,36692,12,1,3,No,35,5,4,0
21,Female,Research & Development,Laboratory Technician,123529,2,4,1,Yes,20,1,4,1
49,Female,Research & Development,Research Scientist,38192,3,4,3,No,37,4,1,0
45,Female,Sales,Research Director,109767,14,4,4,No,8,1,4,0
48,Male,Research & Development,Human Resources,136636,12,2,4,No,2,0,2,1
40,Male,Sales,Manufacturing Director,82307,7,3,4,No,16,1,3,0
50,Male,Research & Development,Sales Executive,80423,1,4,1,No,8,6,4,0
57,Male,Research & Development,Sales Executive,72881,10,1,1,No,38,6,4,1
41,Female,Sales,Laboratory Technician,65340,23,2,1,No,5,5,1,0
36,Male,Research & Development,Healthcare Representative,66307,17,2,1,Yes,21,1,2,1
22,Female,Research & Development,Healthcare Representative,89743,1,3,3,No,31,5,2,0
50,Female,Research & Development,Laboratory Technician,135898,23,3,3,No,5,1,3,0
55,Female,Human Resources,Manufacturing Director,147488,10,4,4,No,2,0,4,0
47,Female,Research & Development,Laboratory Technician,131892,14,2,1,Yes,22,1,2,0
54,Male,Sales,Healthcare Representative,31150,0,1,2,No,36,0,1,1
54,Female,Human Resources,Sales Representative,56413,7,1,3,Yes,1,4,1,1
51,Male,Research & Development,Sales Executive,117188,19,4,3,No,1,4,1,0
39,Male,Research & Development,Healthcare Representative,88646,8,2,2,No,37,0,2,0
22,Male,Sales,Manager,60133,4,3,1,No,24,0,4,1
18,Male,Sales,Sales Representative,57010,2,3,2,No,28,3,2,0
26,Female,Research & Development,Manager,30801,23,4,1,Yes,11,0,2,0
36,Male,Sales,Healthcare Representative,59876,20,1,3,No,13,5,3,1
49,Male,Sales,Sales Representative,71961,1,1,4,No,19,2,3,0
37,Male,Research & Development,Manufacturing Director,71149,23,3,1,Yes,9,2,2,1
18,Male,Sales,Manager,89081,20,2,1,No,18,0,1,1
26,Female,Sales,Laboratory Technician,51853,8,4,3,No,38,4,1,0
59,Male,Sales,Manufacturing Director,42804,16,1,1,No,30,5,1,0
59,Female,Research & Development,Research Scientist,134814,6,2,4,No,34,5,1,0
33,Male,Research & Development,Manufacturing Director,69711,6,4,4,Yes,20,3,2,0
51,Female,Human Resources,Research Scientist,49391,17,4,2,No,31,1,3,0
48,Male,Sales,Laboratory Technician,100816,5,1,2,Yes,17,0,3,1
57,Male,Sales,Manufacturing Director,88212,8,4,2,No,25,2,4,0
55,Male,Research & Development,Healthcare Representative,92820,8,1,2,Yes,29,3,2,0
44,Female,Research & Development,Human Resources,44904,3,1,4,No,33,0,3,0
34,Female,Research & Development,Sales Executive,112626,20,4,4,Yes,37,0,4,0
44,Male,Human Resources,Human Resources,40959,16,1,1,Yes,5,1,1,1
31,Female,Research & Development,Laboratory Technician,127914,21,2,1,Yes,31,0,4,1
32,Female,Research & Development,Sales Representative,72246,13,1,3,No,28,0,1,0
43,Male,Human Resources,Sales Representative,70233,4,3,3,Yes,29,3,3,1
41,Male,Sales,Human Resources,67446,6,1,3,Yes,1,5,4,0
42,Female,Human Resources,Sales Executive,72100,8,2,2,Yes,20,3,2,0
34,Female,Research & Development,Human Resources,104817,23,2,2,No,38,0,3,0
35,Female,Research & Development,Sales Executive,82053,5,3,1,No,36,2,3,0
18,Male,Human Resources,Research Director,32119,17,2,2,No,10,0,3,0
43,Male,Research & Development,Manager,91457,3,1,3,Yes,19,4,3,1
42,Male,Research & Development,Healthcare Representative,51045,23,2,2,Yes,34,1,4,0
57,Male,Sales,Manufacturing Director,29623,16,2,2,Yes,37,2,1,1
39,Female,Research & Development,Sales Executive,128390,10,2,2,No,13,6,2,0
37,Male,Research & Development,Research Director,57205,8,3,4,Yes,32,4,4,0
20,Male,Sales,Sales Representative,95330,8,2,3,Yes,33,5,2,1
26,Male,Research & Development,Human Resources,38205,5,2,4,Yes,6,2,2,0
32,Male,Research & Development,Sales Representative,60806,14,4,1,No,2,6,3,0
33,Female,Research & Development,Human Resources,67090,21,2,4,No,2,5,4,0
33,Male,Sales,Research Director,33076,6,2,1,Yes,6,3,2,0
34,Female,Research & Development,Manufacturing Director,146402,18,1,2,No,29,4,4,0
50,Male,Sales,Sales Representative,57066,14,3,2,No,16,4,3,0
23,Male,Sales,Laboratory Technician,93668,19,3,1,No,27,1,1,0
31,Male,Research & Development,Research Director,91345,19,3,4,Yes,4,1,4,0
24,Female,Sales,Manager,72966,0,1,4,No,24,4,2,0
30,Male,Sales,Manufacturing Director,94057,0,2,3,No,30,3,2,0
46,Male,Research & Development,Manager,91401,22,2,2,No,39,5,3,0
19,Female,Research & Development,Laboratory Technician,25808,3,4,4,No,13,3,3,0
32,Female,Human Resources,Manager,105325,14,2,3,Yes,22,0,3,1
18,Male,Human Resources,Healthcare Representative,30418,18,2,2,No,19,4,1,1
58,Female,Research & Development,Laboratory Technician,73718,12,2,4,No,14,4,4,0
48,Female,Human Resources,Human Resources,64236,0,4,1,Yes,25,2,2,1
28,Male,Human Resources,Sales Executive,75440,0,3,2,Yes,23,5,1,0
26,Female,Research & Development,Sales Representative,24706,16,4,1,No,33,2,3,0
22,Male,Research & Development,Research Scientist,109689,22,2,1,Yes,2,0,3,0
37,Male,Sales,Laboratory Technician,71506,8,4,1,No,9,0,1,1
49,Female,Research & Development,Research Scientist,23216,13,4,3,No,23,6,4,0
42,Male,Research & Development,Sales Executive,15476,23,3,4,No,23,2,3,0
55,Female,Sales,Research Scientist,87910,20,3,3,Yes,36,2,4,0
32,Female,Sales,Research Director,104944,13,4,2,No,27,2,3,0
29,Male,Human Resources,Human Resources,88889,16,4,2,No,1,5,1,0
38,Male,Research & Development,Manager,112260,24,2,1,No,20,4,1,0
26,Male,Sales,Sales Executive,117161,19,3,3,Yes,33,6,4,0
58,Female,Sales,Research Director,132715,10,2,1,Yes,35,6,3,1
25,Male,Research & Development,Manager,147657,17,1,4,Yes,32,6,1,0
38,Male,Research & Development,Healthcare Representative,134447,8,2,2,Yes,19,2,1,0
39,Female,Research & Development,Human Resources,122426,23,4,2,No,5,4,3,0
20,Female,Research & Development,Manufacturing Director,73181,2,4,1,Yes,9,2,3,0
37,Female,Sales,Manufacturing Director,83011,5,4,1,Yes,34,4,1,1
37,Male,Sales,Research Director,98166,8,4,1,No,14,5,1,0
28,Female,Research & Development,Healthcare Representative,37876,5,3,3,Yes,30,1,3,0
23,Female,Research & Development,Sales Representative,106482,14,4,2,Yes,2,6,2,0
19,Female,Research & Development,Sales Representative,94415,17,1,4,No,20,2,1,1
18,Male,Research & Development,Research Director,85226,22,2,3,No,38,6,1,0
38,Female,Research & Development,Laboratory Technician,127630,12,1,4,No,10,5,1,0
21,Male,Research & Development,Sales Executive,107767,15,4,4,No,2,0,3,0
58,Female,Research & Development,Healthcare Representative,140875,14,3,1,Yes,12,2,2,0
28,Male,Research & Development,Manager,146829,0,4,1,No,3,2,1,1
45,Male,Research & Development,Research Director,126416,17,2,4,No,24,5,4,0
46,Female,Research & Development,Laboratory Technician,55217,0,2,2,No,8,5,3,0
38,Female,Human Resources,Sales Representative,40510,13,3,4,No,10,0,3,0
55,Female,Research & Development,Research Director,55406,24,3,3,No,23,5,1,0
22,Male,Sales,Research Director,111197,19,2,3,No,13,1,3,0
27,Female,Sales,Research Director,131679,12,2,2,No,26,2,4,1
28,Male,Research & Development,Human Resources,133820,7,3,2,Yes,37,1,3,0
23,Female,Research & Development,Manager,107337,20,1,3,No,37,1,2,0
